,0
1260,124.0
1261,84.0
1262,200.0
1263,53.0
1264,25.0
1265,48.0
1266,128.0
1267,34.0
1268,38.0
1269,40.0
1270,32.0
1271,52.0
1272,98.0
1273,25.0
1274,132.0
1275,85.0
1276,116.0
1277,23.0
1278,48.0
1279,115.0
1280,36.0
1281,134.0
1282,99.0
1283,110.0
1284,105.0
1285,66.0
1286,165.0
1287,51.0
1288,134.0
1289,185.0
1290,103.0
1291,122.0
1292,75.0
1293,200.0
1294,44.0
1295,44.0
1296,58.0
1297,53.0
1298,122.0
1299,90.0
1300,182.0
1301,27.0
1302,16.0
1303,112.0
1304,95.0
1305,10.0
1306,33.0
1307,147.0
1308,144.0
1309,25.0
1310,176.0
1311,93.0
1312,27.0
1313,117.0
1314,116.0
1315,60.0
1316,21.0
1317,195.0
1318,27.0
1319,115.0
1320,111.0
1321,29.0
1322,175.0
1323,54.0
1324,179.0
1325,119.0
1326,58.0
1327,37.0
1328,200.0
1329,74.0
1330,129.0
1331,67.0
1332,85.0
1333,23.0
1334,11.0
1335,53.0
1336,71.0
1337,31.0
1338,49.0
1339,84.0
1340,41.0
1341,44.0
1342,13.0
1343,32.0
1344,160.0
1345,128.0
1346,177.0
1347,163.0
1348,200.0
1349,11.0
1350,144.0
1351,162.0
1352,102.0
1353,14.0
1354,30.0
1355,20.0
1356,31.0
1357,137.0
1358,39.0
1359,22.0
1360,125.0
1361,59.0
1362,69.0
1363,117.0
1364,27.0
1365,106.0
1366,37.0
1367,50.0
1368,47.0
1369,51.0
1370,32.0
1371,127.0
1372,56.0
1373,123.0
1374,33.0
1375,111.0
1376,54.0
1377,165.0
1378,141.0
1379,28.0
1380,49.0
1381,57.0
1382,190.0
1383,55.0
1384,66.0
1385,91.0
1386,117.0
1387,101.0
1388,171.0
1389,124.0
1390,159.0
1391,105.0
1392,172.0
1393,140.0
1394,97.0
1395,200.0
1396,100.0
1397,200.0
1398,131.0
1399,95.0
1400,53.0
1401,98.0
1402,166.0
1403,124.0
1404,200.0
1405,117.0
1406,146.0
1407,57.0
1408,135.0
1409,129.0
1410,57.0
1411,96.0
1412,35.0
1413,45.0
1414,31.0
1415,53.0
1416,108.0
1417,138.0
1418,64.0
1419,98.0
1420,34.0
1421,42.0
1422,80.0
1423,27.0
1424,64.0
1425,49.0
1426,83.0
1427,146.0
1428,108.0
1429,125.0
1430,37.0
1431,59.0
1432,135.0
1433,104.0
1434,120.0
1435,17.0
1436,22.0
1437,43.0
1438,16.0
1439,38.0
1440,36.0
1441,79.0
1442,122.0
1443,104.0
1444,29.0
1445,14.0
1446,111.0
1447,119.0
1448,135.0
1449,60.0
1450,17.0
1451,52.0
1452,10.0
1453,52.0
1454,72.0
1455,18.0
1456,181.0
1457,13.0
1458,13.0
1459,16.0
1460,90.0
1461,39.0
1462,39.0
1463,120.0
1464,180.0
1465,110.0
1466,29.0
1467,11.0
1468,70.0
1469,30.0
1470,71.0
1471,74.0
1472,44.0
1473,15.0
1474,200.0
1475,134.0
1476,16.0
1477,78.0
1478,127.0
1479,117.0
1480,54.0
1481,129.0
1482,15.0
1483,200.0
1484,200.0
1485,81.0
1486,169.0
1487,51.0
1488,127.0
1489,116.0
1490,92.0
1491,108.0
1492,53.0
1493,62.0
1494,156.0
1495,160.0
1496,83.0
1497,106.0
1498,9.0
1499,155.0
1500,92.0
1501,67.0
1502,63.0
1503,13.0
1504,37.0
1505,49.0
1506,69.0
1507,91.0
1508,120.0
1509,200.0
1510,107.0
1511,127.0
1512,130.0
1513,155.0
1514,106.0
1515,157.0
1516,105.0
1517,114.0
1518,141.0
1519,200.0
1520,139.0
1521,118.0
1522,118.0
1523,105.0
1524,48.0
1525,24.0
1526,131.0
1527,163.0
1528,113.0
1529,94.0
1530,76.0
1531,62.0
1532,62.0
1533,150.0
1534,87.0
1535,181.0
1536,97.0
1537,109.0
1538,141.0
1539,83.0
1540,101.0
1541,108.0
1542,96.0
1543,112.0
1544,91.0
1545,200.0
1546,200.0
1547,91.0
1548,102.0
1549,108.0
1550,130.0
1551,200.0
1552,200.0
1553,167.0
1554,157.0
1555,148.0
1556,200.0
1557,102.0
1558,12.0
1559,13.0
1560,74.0
1561,123.0
1562,133.0
1563,174.0
1564,46.0
1565,106.0
1566,13.0
1567,44.0
1568,133.0
1569,41.0
1570,35.0
1571,69.0
1572,41.0
1573,72.0
1574,133.0
1575,190.0
1576,200.0
1577,189.0
1578,41.0
1579,50.0
1580,37.0
1581,163.0
1582,48.0
1583,59.0
1584,56.0
1585,63.0
1586,119.0
1587,139.0
